Id,reference
0, 47.71860886
1, 76.65792847
2, 85.57684326
3, 46.98983383
4, 90.77667236
5, 10.40115261
6, 79.71856689
7, 56.43122482
8, 35.02931976
9, 32.10766602
10, 37.27007675
11, 87.55130768
12, 78.1462326
13, 61.26174545
14, 31.56427193
15, 57.19879532
16, 30.5089035
17, 80.92520905
18, 86.69992065
19, 34.27613449
20, 62.46849823
21, 82.47254181
22, 26.2970295
23, 65.43534851
24, 48.92269516
25, 14.62022495
26, 16.71655273
27, 31.43915558
28, 75.15746307
29, 36.85019684
30, 87.56448364
31, 70.633461
32, 61.59618759
33, 89.49468231
34, 59.51858521
35, 51.34812927
36, 30.22587013
37, 81.99226379
38, 39.58947372
39, 62.47623062
40, 78.72026825
41, 88.39593506
42, 48.4457016
43, 91.84547424
44, 48.99081039
45, 49.75648499
46, 20.99118614
47, 89.29602814
48, 53.42008209
49, 25.14802361
50, 61.79140854
51, 45.48180771
52, 32.26221085
53, 70.36051178
54, 87.12670135
55, 91.46660614
56, 84.75938416
57, 42.29404449
58, 28.23628998
59, 48.05988693
60, 49.45067978
61, 55.29222107
62, 34.45259857
63, 49.0336647
64, 61.81114578
65, 36.08111954
66, 70.01981354
67, 84.28955078
68, 52.41973114
69, 80.07212067
70, 85.69909668
71, 66.80447388
72, 24.36097145
73, 79.56548309
74, 58.89838409
75, 23.41004181
76, 67.89259338
77, 36.19929123
78, 87.79066467
79, 33.41365433
80, 63.4030838
81, 94.60929871
82, 44.42418671
83, 45.60000992
84, 21.81645012
85, 62.66288376
86, 22.769207
87, 78.81266785
88, 17.3549118
89, 58.82409668
90, 69.25928497
91, 16.78870964
92, 37.39253616
93, 26.05819702
94, 39.46943665
95, 31.27482414
96, 13.24371243
97, 63.32487106
98, 64.80910492
99, 24.94083786
100, 51.05127716
101, 60.76125336
102, 34.88078308
103, 28.22535896
104, 61.62898636
105, 54.12680817
106, 28.35296822
107, 90.67573547
108, 55.18141937
109, 20.6335659
110, 55.15471268
111, 78.99419403
112, 27.89654922
113, 13.61209106
114, 89.47915649
115, 18.53500557
116, 81.26100922
117, 33.29529572
118, 32.9789505
119, 55.03806686
120, 50.51199341
121, 82.4854126
122, 16.04341698
123, 36.04814529
124, 36.57781601
125, 46.20352173
126, 38.1652565
127, 51.20695496
128, 27.24435234
129, 11.13936615
130, 90.2026062
131, 72.59797668
132, 68.37905884
133, 41.71682358
134, 56.1907692
135, 66.57250977
136, 50.41334915
137, 62.87599945
138, 81.60669708
139, 9.55534744
140, 18.96822739
141, 82.90089417
142, 13.24286652
143, 58.00718307
144, 48.14695358
145, 33.43745422
146, 14.25152683
147, 74.95608521
148, 37.49254227
149, 40.18731308
150, 60.62073135
151, 76.81301117
152, 41.40494156
153, 70.77393341
154, 78.85764313
155, 30.59255409
156, 80.66646576
157, 50.17914963
158, 46.80702972
159, 70.19684601
160, 32.44446564
161, 81.5821228
162, 26.40195847
163, 48.50067902
164, 29.21859169
165, 24.75118446
166, 50.20471573
167, 70.41022491
168, 35.93690109
169, 26.8279171
170, 40.47961044
171, 13.72176456
172, 35.49195099
173, 14.74166584
174, 73.15381622
175, 32.59849167
176, 62.72460556
177, 28.32262421
178, 77.62285614
179, 41.97770309
180, 44.23586273
181, 38.71913528
182, 65.00904846
183, 75.31175232
184, 32.21815872
185, 82.92149353
186, 62.2867775
187, 84.09007263
188, 43.28274918
189, 48.8855896
190, 88.57184601
191, 52.13317108
192, 39.67825317
193, 87.06821442
194, 84.84767151
195, 46.66023636
196, 26.62495613
197, 64.67758942
198, 80.60762787
199, 32.90541458
200, 63.43592453
201, 40.21942139
202, 38.57439423
203, 27.96881104
204, 59.63798141
205, 16.34789658
206, 26.11283112
207, 89.29734802
208, 34.76083755
209, 54.40451431
210, 70.48867035
211, 67.83346558
212, 54.99121857
213, 51.30871964
214, 28.66259766
215, 67.45770264
216, 45.44091415
217, 32.3173027
218, 29.26365662
219, 52.64199448
220, 13.45613861
221, 36.76295853
222, 65.82972717
223, 37.37978363
224, 59.84733582
225, 35.76810074
226, 8.62102604
227, 58.68471909
228, 35.45093536
229, 89.1157608
230, 35.41656113
231, 74.40207672
232, 26.17204857
233, 33.83633423
234, 34.75434494
235, 33.34683228
236, 61.63887787
237, 58.93060684
238, 36.2070694
239, 51.62063599
240, 74.6648941
241, 54.05364227
242, 23.97275734
243, 68.61489868
244, 61.05356598
245, 42.99840164
246, 12.67716694
247, 31.51917648
248, 27.71403122
249, 10.6280365
250, 54.98577118
251, 60.77617264
252, 57.25982666
253, 81.6372757
254, 80.8547821
255, 40.31697083
256, 14.87449837
257, 87.5525589
258, 9.23833561
259, 94.35140228
260, 59.36508942
261, 62.77375412
262, 17.44281197
263, 49.90578842
264, 58.62783813
265, 54.8658905
266, 13.19584084
267, 85.68228149
268, 18.33735657
269, 74.43248749
270, 55.89890289
271, 59.85048294
272, 82.87295532
273, 28.49204063
274, 64.9486618
275, 38.45200348
276, 46.42822266
277, 56.00965881
278, 55.74530029
279, 25.75844765
280, 60.85067749
281, 89.49268341
282, 7.83045578
283, 35.41025925
284, 70.90975189
285, 50.98512268
286, 21.5254364
287, 62.50747299
288, 40.55072784
289, 43.97678375
290, 36.4250679
291, 8.14592361
292, 42.03796005
293, 38.43043137
294, 61.31293869
295, 73.53335571
296, 34.63019943
297, 8.6163826
298, 34.98857498
299, 57.49574661
300, 25.11782646
301, 91.27405548
302, 38.31884766
303, 51.63059235
304, 12.08973408
305, 10.55805492
306, 55.06764984
307, 59.63837814
308, 56.37754822
309, 31.70726204
310, 50.82068634
311, 44.5221405
312, 32.4006691
313, 49.12656784
314, 57.45680237
315, 66.25714111
316, 47.16831207
317, 81.67023468
318, 24.12537956
319, 12.16304874
320, 27.41699982
321, 8.54940414
322, 11.43654919
323, 27.4228363
324, 39.23974609
325, 33.82097244
326, 81.89028168
327, 75.21881104
328, 67.0835495
329, 53.61893463
330, 46.8198204
331, 94.04159546
332, 89.77125549
333, 26.72452736
334, 25.90085602
335, 77.94702911
336, 78.19991302
337, 35.2097702
338, 35.18577194
339, 89.28878784
340, 80.88227844
341, 39.00904846
342, 89.33314514
343, 32.13895798
344, 10.84060383
345, 23.57685852
346, 93.94153595
347, 75.68738556
348, 30.40922928
349, 38.26117706
350, 66.51951599
351, 63.90892792
352, 59.97540665
353, 31.32457733
354, 53.28157425
355, 34.72877502
356, 49.00183868
357, 37.55091858
358, 52.58499527
359, 57.63578415
360, 63.91786957
361, 46.43955612
362, 27.05599213
363, 73.03450775
364, 11.25337124
365, 51.25330353
366, 21.04431725
367, 60.95456314
368, 34.67254257
369, 46.03125
370, 32.31288528
371, 23.81160164
372, 82.51565552
373, 55.71556854
374, 25.42861938
375, 25.9875946
376, 16.12364769
377, 13.63187981
378, 43.17073822
379, 24.56500435
380, 41.71368408
381, 11.18744755
382, 11.03189659
383, 36.67713547
384, 89.28639984
385, 50.03755188
386, 31.68962097
387, 50.29189682
388, 54.96681976
389, 43.96117401
390, 27.71312141
391, 18.26597786
392, 29.95895576
393, 27.53962135
394, 83.18999481
395, 85.90031433
396, 9.48599911
397, 52.60818863
398, 69.2673645
399, 10.1380291
400, 52.88902664
401, 24.97434998
402, 10.60141277
403, 34.23959732
404, 83.20677948
405, 31.32411003
406, 88.49269867
407, 58.92061234
408, 52.27929306
409, 58.94079971
410, 46.23334503
411, 37.83032227
412, 61.66939163
413, 68.66930389
414, 89.08557892
415, 88.39694214
416, 32.62795258
417, 39.13106155
418, 43.61016464
419, 41.34449387
420, 35.55572891
421, 9.27223206
422, 11.94627857
423, 65.73782349
424, 32.88870239
425, 47.56763077
426, 83.80677795
427, 50.05521011
428, 24.96557236
429, 31.68911171
430, 32.47161865
431, 15.87239456
432, 30.96326637
433, 13.00817108
434, 29.55844307
435, 77.75899506
436, 46.35005951
