Id,reference
0, 48.51192093
1, 76.203125
2, 84.65895844
3, 47.68959045
4, 90.30688477
5, 10.93168545
6, 80.31124115
7, 56.22933197
8, 35.73084259
9, 33.33025742
10, 38.41617584
11, 87.36017609
12, 77.07582092
13, 64.29551697
14, 32.19768524
15, 57.12715912
16, 31.02350807
17, 80.18544006
18, 85.99770355
19, 34.87880325
20, 64.28131866
21, 81.96191406
22, 27.41884995
23, 67.3086319
24, 48.76692963
25, 14.73656178
26, 16.92383766
27, 31.98243332
28, 75.89611816
29, 36.44153214
30, 86.57579803
31, 70.54217529
32, 62.41971588
33, 89.36450958
34, 59.78401947
35, 52.02124786
36, 31.1138649
37, 81.53015137
38, 38.88158798
39, 62.3263092
40, 78.7121582
41, 87.12619781
42, 47.91462708
43, 91.90072632
44, 49.08105469
45, 49.51012802
46, 22.75991249
47, 89.04193878
48, 54.77745056
49, 24.31027412
50, 61.57182693
51, 45.66134262
52, 33.9467659
53, 70.26967621
54, 85.86474609
55, 92.06658936
56, 83.85202789
57, 42.58938599
58, 28.34690475
59, 48.4056015
60, 49.88541794
61, 54.48040009
62, 35.04443741
63, 49.71263885
64, 62.7277565
65, 36.44375229
66, 69.14997101
67, 84.23395538
68, 53.3278389
69, 80.08241272
70, 86.67840576
71, 67.89311218
72, 24.52735519
73, 79.99355316
74, 59.37003708
75, 23.09166145
76, 67.74351501
77, 36.42494965
78, 87.52715302
79, 34.21921539
80, 62.87903976
81, 94.99110413
82, 47.00602341
83, 46.1468811
84, 22.04800987
85, 61.73069382
86, 24.40608025
87, 78.3575058
88, 18.59279823
89, 59.69243622
90, 71.59287262
91, 16.76015091
92, 38.23566437
93, 25.94543839
94, 39.63820648
95, 31.72664261
96, 13.76868916
97, 63.23184204
98, 64.91057587
99, 23.878582
100, 51.15605927
101, 60.89381027
102, 36.0670433
103, 28.73907852
104, 61.22012329
105, 53.9177742
106, 28.15616798
107, 89.95284271
108, 55.1267128
109, 20.47776222
110, 55.21108627
111, 79.02265167
112, 28.88123512
113, 14.24953651
114, 89.18670654
115, 17.86635017
116, 80.69612122
117, 33.39162827
118, 33.82497787
119, 54.87378311
120, 51.16881561
121, 82.0512085
122, 16.83577347
123, 36.30984116
124, 36.84074402
125, 46.47440338
126, 38.7481575
127, 51.60300064
128, 26.95355415
129, 11.52477264
130, 89.9753418
131, 72.30297852
132, 68.74034119
133, 43.11330032
134, 55.87529755
135, 65.60605621
136, 50.09258652
137, 62.63034439
138, 80.45545959
139, 9.01854134
140, 19.21206665
141, 83.0160141
142, 12.88947296
143, 58.78623581
144, 47.8927803
145, 34.71250534
146, 14.86327553
147, 75.30656433
148, 39.25057602
149, 40.32822037
150, 61.10062027
151, 75.1501236
152, 42.65891266
153, 70.44139862
154, 78.43237305
155, 31.40577316
156, 79.62498474
157, 51.13417435
158, 47.3116188
159, 69.91896057
160, 33.32977295
161, 80.92212677
162, 27.18576241
163, 49.59482193
164, 30.02270889
165, 24.1281929
166, 50.30376434
167, 70.20146942
168, 37.32341385
169, 27.75686455
170, 41.79347229
171, 14.04907799
172, 35.65828705
173, 14.3995018
174, 73.35230255
175, 33.47267532
176, 64.37753296
177, 28.40756989
178, 78.24333191
179, 43.66688156
180, 45.26109695
181, 39.79502106
182, 65.3627243
183, 74.80090332
184, 33.14831543
185, 82.07381439
186, 62.12304306
187, 83.61366272
188, 44.48588181
189, 49.48880005
190, 87.25598145
191, 52.17064667
192, 40.91745377
193, 85.7820816
194, 84.4214325
195, 47.02397537
196, 27.85679626
197, 65.71299744
198, 79.43908691
199, 33.94946289
200, 64.65312958
201, 41.19142914
202, 40.22215271
203, 28.58432579
204, 60.42095566
205, 16.54404831
206, 26.6614418
207, 87.77935791
208, 35.94627762
209, 55.14943695
210, 70.2833252
211, 69.87746429
212, 55.17889404
213, 53.23367691
214, 27.63121414
215, 65.88056183
216, 45.96582794
217, 32.44303894
218, 31.0213089
219, 52.3265152
220, 13.49218559
221, 38.23605728
222, 66.39630127
223, 38.99937439
224, 59.78783798
225, 36.25226974
226, 7.85878325
227, 58.80584717
228, 35.30850983
229, 89.07844543
230, 36.58050156
231, 74.06037903
232, 27.23366928
233, 34.47729492
234, 35.1300087
235, 34.2599678
236, 61.17387009
237, 58.74263382
238, 35.76804352
239, 51.06729889
240, 74.13632202
241, 53.95996857
242, 26.7796402
243, 67.94250488
244, 62.51640701
245, 44.28129578
246, 13.40750408
247, 32.8441925
248, 28.59332657
249, 11.14520741
250, 55.67293549
251, 60.5271492
252, 56.45436478
253, 81.0066452
254, 80.2540741
255, 40.31206512
256, 16.057827
257, 87.45064545
258, 8.76966572
259, 92.53780365
260, 61.4088707
261, 64.3242569
262, 17.66541672
263, 50.41017532
264, 59.98229599
265, 55.32029724
266, 13.13201427
267, 84.91917419
268, 19.07003975
269, 73.97045135
270, 55.32556152
271, 59.19374084
272, 82.70739746
273, 28.54117584
274, 65.82261658
275, 38.32116318
276, 46.66780472
277, 56.6701088
278, 56.89323807
279, 26.27208328
280, 61.52080154
281, 88.90557861
282, 8.23290157
283, 35.89720154
284, 71.00888824
285, 50.85188293
286, 21.65401268
287, 62.04998398
288, 40.96215439
289, 45.69916916
290, 36.7232399
291, 7.20040751
292, 43.04646683
293, 39.60129929
294, 62.28837585
295, 73.26019287
296, 35.58228683
297, 7.41120195
298, 36.10922241
299, 59.63015366
300, 25.39518356
301, 90.7381134
302, 40.33713913
303, 51.97971725
304, 11.89713192
305, 10.58487415
306, 55.33398056
307, 59.09342575
308, 56.23057938
309, 32.03198624
310, 52.2628746
311, 45.44593048
312, 33.27173996
313, 48.43392181
314, 56.79997253
315, 67.55132294
316, 46.34471512
317, 80.03918457
318, 24.75744247
319, 12.3685503
320, 27.45441818
321, 7.5997529
322, 11.65676117
323, 27.3462162
324, 39.35713196
325, 34.33325195
326, 81.03620911
327, 74.37513733
328, 67.28660583
329, 55.31642914
330, 47.20563889
331, 92.79318237
332, 89.8782196
333, 27.60989571
334, 26.58085442
335, 77.35167694
336, 77.47554779
337, 35.83395767
338, 36.77825546
339, 89.41140747
340, 81.41294861
341, 39.49183655
342, 88.66477966
343, 32.84959412
344, 11.35704041
345, 23.4032383
346, 93.34268951
347, 75.79270172
348, 30.98361015
349, 38.73455048
350, 66.07235718
351, 64.90073395
352, 60.35351562
353, 31.5304184
354, 54.51589584
355, 34.95383453
356, 50.27046967
357, 37.97956085
358, 52.7160759
359, 62.73122787
360, 63.98821259
361, 46.26285934
362, 27.75651932
363, 73.22997284
364, 11.08679867
365, 51.36129379
366, 22.18197823
367, 62.1648674
368, 36.02299118
369, 46.15232468
370, 32.85334015
371, 23.42099762
372, 82.00878906
373, 55.85574722
374, 24.69651222
375, 25.88588142
376, 16.89992523
377, 13.6035614
378, 44.01196289
379, 24.98663139
380, 42.22737503
381, 11.33392906
382, 11.26438522
383, 36.76079178
384, 88.5432663
385, 50.09751511
386, 31.74439621
387, 50.73464584
388, 56.25553513
389, 45.4956665
390, 28.0249958
391, 17.82971001
392, 29.58577538
393, 27.7828331
394, 83.47406769
395, 85.04309082
396, 9.42972183
397, 53.10209656
398, 70.08718109
399, 10.79034424
400, 52.70875931
401, 25.56604958
402, 11.57398224
403, 34.59832382
404, 82.17505646
405, 32.09671402
406, 87.75222015
407, 59.30389786
408, 53.41257477
409, 60.83711624
410, 46.52677155
411, 39.282444
412, 62.13367844
413, 68.88452911
414, 89.03453827
415, 87.82732391
416, 32.69876862
417, 40.01439667
418, 44.27984619
419, 41.24106979
420, 35.90349579
421, 9.093256
422, 12.34611416
423, 66.56331635
424, 34.79517365
425, 47.5063591
426, 83.36563873
427, 50.5051384
428, 25.26298332
429, 32.50790024
430, 32.61464691
431, 16.59812737
432, 31.94836044
433, 13.55898571
434, 29.65952682
435, 77.42674255
436, 46.17325974
437, 36.2426796
438, 92.08804321
439, 56.88603973
440, 55.06551361
441, 18.31361198
442, 14.99058056
443, 53.394207
444, 93.82969666
445, 67.31324768
446, 35.90431976
447, 57.75535202
448, 48.03784561
449, 52.95667267
450, 53.10049057
451, 10.45881557
452, 31.71691895
453, 63.80615997
454, 86.65125275
455, 61.20145416
456, 40.25255203
457, 74.54641724
458, 36.46943283
459, 76.94822693
460, 32.43706512
461, 45.99259186
462, 47.31182861
463, 47.11204529
464, 45.13463593
465, 82.85579681
466, 33.54449081
467, 47.68138123
468, 48.82515335
469, 18.62435722
470, 92.76353455
471, 41.19416046
472, 52.70531464
473, 24.64943886
474, 90.99662018
475, 26.47908211
476, 34.6891098
477, 34.31029892
478, 27.20385933
479, 42.81376266
480, 46.78356171
481, 64.32631683
482, 27.28176117
483, 32.27354813
484, 71.00958252
485, 93.44037628
486, 81.15808105
487, 86.5014267
488, 35.74545288
489, 23.25067329
490, 46.1943779
491, 31.61117172
492, 56.86198425
493, 39.74708176
494, 44.58669281
495, 27.85580254
496, 84.52185059
497, 37.63702393
498, 33.57800674
